full_name,type,state,party,marker
Samuel Peyton,House,KY,Democrat,KY2
Emory Pottle,House,NY,Republican,NY26
Lazarus Powell,Senate,KY,Democrat,KY
Roger Pryor,House,VA,Democrat,VA4
James Quarles,House,TN,Ind. Republican-Democrat,TN8
Edwin Reynolds,House,NY,Republican,NY31
John Reynolds,House,NY,Anti-Lecompton Democrat,NY14
Jetur Riggs,House,NJ,Anti-Lecompton Democrat,NJ4
Christopher Robinson,House,RI,Republican,RI1
Homer Royce,House,VT,Republican,VT3
Thomas Ruffin,House,NC,Democrat,NC2
Albert Rust,House,AR,Democrat,AR2
John Schwartz,House,PA,Anti-Lecompton Democrat,PA8
Charles Scott,House,CA,Democrat,CA
William Sebastian,Senate,AR,Democrat,AR
William Simms,House,KY,Democrat,KY8
Delazon Smith,Senate,OR,Democrat,OR
William Smith,House,VA,Democrat,VA7
William Smith,House,NC,Ind. Republican-Democrat,NC1
Daniel Somes,House,ME,Republican,ME1
Cyrus Spink,House,OH,Republican,OH14
Francis Spinner,House,NY,Republican,NY17
James Stallworth,House,AL,Democrat,AL1
Benjamin Stanton,House,OH,Republican,OH8
Isaac Stevens,House,WA,Democrat,WA
James Stewart,House,MD,Democrat,MD1
William Stewart,House,PA,Republican,PA23
Lansing Stout,House,OR,Democrat,OR1
Mason Tappan,House,NH,Republican,NH2
Miles Taylor,House,LA,Democrat,LA2
John Ten Eyck,Senate,NJ,Republican,NJ
Eli Thayer,House,MA,Republican,MA9
Thomas Theaker,House,OH,Republican,OH17
James Thomas,House,TN,Democrat,TN6
Cydnor Tompkins,House,OH,Republican,OH16
Robert Toombs,Senate,GA,Democrat,GA
John Underwood,House,GA,Democrat,GA5
Edward Wade,House,OH,Republican,OH19
Israel Washburn,House,ME,Republican,ME5
Alfred Wells,House,NY,Republican,NY27
William Whiteley,House,DE,Democrat,DE
Louis Wigfall,Senate,TX,Democrat,TX
James Wilson,House,IN,Republican,IN8
Warren Winslow,House,NC,Democrat,NC3
John Wood,House,PA,Republican,PA5
John Woodruff,House,CT,Republican,CT2
Samuel Woodson,House,MO,American,MO5
John Wright,House,TN,Democrat,TN7
Edward Baker,Senate,OR,Republican,OR
Milton Latham,Senate,CA,Democrat,CA
Abraham Lincoln,House,IL,Whig,IL7
Charles Adams,House,MA,Republican,MA3
Cyrus Aldrich,House,MN,Republican,MN
William Allen,House,OH,Democrat,OH4
William Appleton,House,MA,Constitutional Unionist,MA5
Elijah Babbitt,House,PA,Republican,PA25
Goldsmith Bailey,House,MA,Republican,MA9
Stephen Baker,House,NY,Republican,NY12
John Bernhisel,House,UT,Whig,UT
Charles Biddle,House,PA,Democrat,PA2
Samuel Blair,House,PA,Republican,PA18
Harrison Blake,House,OH,Republican,OH14
John Breckinridge,Senate,KY,Democrat,KY
George Bridges,House,TN,Unionist,TN3
George Browne,House,RI,Unionist,RI2
Orville Browning,Senate,IL,Republican,IL
Henry Burnett,House,KY,Democrat,KY1
Alfred Burnham,House,CT,Republican,CT3
Charles Calvert,House,MD,Unionist,MD6
James Campbell,House,PA,Republican,PA11
John Carlile,Senate,VA,Unionist,VA
Samuel Casey,House,KY,Unionist,KY1
Jacob Chamberlain,House,NY,Republican,NY26
Salmon Chase,Senate,OH,Republican,OH
Daniel Clark,Senate,NH,Republican,NH
John Clark,House,MO,Democrat,MO3
Andrew Clements,House,TN,Unionist,TN4
George Cobb,House,NJ,Democrat,NJ4
Jacob Collamer,Senate,VT,Republican,VT
Frederick Conkling,House,NY,Republican,NY6
Martin Conway,House,KS,Republican,KS1
Thomas Cooper,House,PA,Democrat,PA7
Thomas Corwin,House,OH,Republican,OH7
Edgar Cowan,Senate,PA,Republican,PA
John Cradlebaugh,House,NV,,NV
John Crisfield,House,MD,Unionist,MD1
John Crittenden,House,KY,Unionist,KY8
Samuel Curtis,House,IA,Republican,IA1
William Cutler,House,OH,Republican,OH16
William Davis,House,PA,Republican,PA5
Daniel De Jarnette,House,VA,Independent Democrat,VA
Charles Delano,House,MA,Republican,MA1
Isaac Delaplaine,House,NY,Democrat,NY8
Alexander Diven,House,NY,Republican,NY27
George Dunlap,House,KY,Unionist,KY6
William Dunn,House,IN,Republican,IN3
Sidney Edgerton,House,OH,Republican,OH18
Thomas Edwards,House,NH,Republican,NH3
Alfred Ely,House,NY,Republican,NY29
Samuel FesSenateden,House,ME,Republican,ME3
Thomas FesSenateden,House,ME,Republican,ME2
George Fisher,House,DE,Unionist,DE
Benjamin Flanders,House,LA,Unionist,LA1
Lafayette Foster,Senate,CT,Republican,CT
Philip Fouke,House,IL,Democrat,IL8
Richard Franchot,House,NY,Republican,NY19
Bradley Granger,House,MI,Republican,MI1
John Gurley,House,OH,Republican,OH2
Edward Haight,House,NY,Democrat,NY9
Luther Hanchett,House,WI,Republican,WI2
Ira Harris,Senate,NY,Republican,NY
Richard Harrison,House,OH,Unionist,OH7
John Hickman,House,PA,Republican,PA6
Valentine Horton,House,OH,Republican,OH11
John Hutchins,House,OH,Republican,OH2
James Jackson,House,KY,Unionist,KY2
Waldo Johnson,Senate,MO,Democrat,MO
William Kellogg,House,IL,Republican,IL4
James Kerrigan,House,NY,Ind. Democrat,NY4
Henry Lane,Senate,IN,Republican,IN
Cornelius Leary,House,MD,Unionist,MD3
William Lehman,House,PA,Democrat,PA1
Dwight Loomis,House,CT,Republican,CT1
Frederick Low,House,CA,Republican,CA
Henry May,House,MD,Unionist,MD4
John McClernand,House,IL,Democrat,IL6
James McDougall,Senate,CA,Democrat,CA
James McKean,House,NY,Republican,NY15
Robert McKnight,House,PA,Republican,PA22
Edward McPherson,House,PA,Republican,PA17
John Menzies,House,KY,Unionist,KY1
Charles Mitchel,Senate,AR,Democrat,AR
William Mitchell,House,IN,Republican,IN1
Anson Morrill,House,ME,Republican,ME4
Edward Morris,House,PA,Republican,PA2
Thomas Nelson,House,TN,,TN
John Nixon,House,NJ,Republican,NJ1
Elijah Norton,House,MO,Democrat,MO4
Robert Nugen,House,OH,Democrat,OH15
Abram Olin,House,NY,Republican,NY13
James Pearce,Senate,MD,Democrat,MD
John Phelps,House,MO,Democrat,MO6
Timothy Phelps,House,CA,Republican,CA
Albert Porter,House,IN,Republican,IN6
John Potter,House,WI,Republican,WI1
Thomas Price,House,MO,Democrat,MO5
John Reid,House,MO,Democrat,MO5
Albert Riddle,House,OH,Republican,OH19
George Scranton,House,PA,Republican,PA12
Charles Sedgwick,House,NY,Republican,NY24
Socrates Sherman,House,NY,Republican,NY17
George Shiel,House,OR,Democrat,OR1
Andrew Sloan,House,WI,Republican,WI3
Edward Smith,House,NY,Democrat,NY1
Elbridge Spaulding,House,NY,Republican,NY32
Benjamin Stark,Senate,OR,Democrat,OR
John Stratton,House,NJ,Republican,NJ2
Andrew Thayer,House,OR,Democrat,OR1
Benjamin Thomas,House,MA,Unionist,MA3
Charles Train,House,MA,Republican,MA8
Carey Trimble,House,OH,Republican,OH1
Charles Upton,House,VA,Unionist,VA7
Clement Vallandigham,House,OH,Democrat,OH3
John Verree,House,PA,Republican,PA3
Chauncey Vibbard,House,NY,Democrat,NY18
Amasa Walker,House,MA,Republican,MA9
William Wall,House,NY,Republican,NY5
Charles Walton,House,ME,Republican,ME2
Eliakim Walton,House,VT,Republican,VT1
John Watts,House,NM,Republican,NM
Albert White,House,IN,Republican,IN8
Charles Wickliffe,House,KY,Unionist,KY5
David Wilmot,Senate,PA,Republican,PA
George Woodruff,House,CT,Democrat,CT4
Samuel Worcester,House,OH,Republican,OH13
Samuel Arnold,Senate,RI,Republican,RI
Richard Field,Senate,NJ,Republican,NJ
Benjamin Harding,Senate,OR,Democrat,OR
John Henderson,Senate,MO,Republican,MO
Thomas Hicks,Senate,MD,Unconditional Unionist,MD
Robert Wilson,Senate,MO,Unionist,MO
Joseph Wright,Senate,IN,Unionist,IN
James Allen,House,IL,Democrat,IL
William Allen,House,IL,Democrat,IL13
Lucien Anderson,House,KY,Unconditional Unionist,KY1
Isaac Arnold,House,IL,Republican,IL1
Joseph Bailey,House,PA,Democrat,PA15
Augustus Baldwin,House,MI,Democrat,MI5
Hiram Bennet,House,CO,Conservative Republican,CO
Jacob Blair,House,WV,Unconditional Unionist,WV1
George Bliss,House,OH,Democrat,OH14
Lemuel Bowden,Senate,VA,Unionist,VA
Benjamin Brown,Senate,MO,Republican,MO
James Brown,House,WI,Democrat,WI1
William Brown,House,VA,Unconditional Unionist,VA
Ambrose Clark,House,NY,Republican,NY2
Brutus Clay,House,KY,Unionist,KY7
George Cole,House,WA,Democrat,WA
John Conness,Senate,CA,Republican,CA
Erastus Corning,House,NY,Democrat,NY14
James Cravens,House,IN,Democrat,IN2
Samuel Daily,House,NE,Republican,NE
Henry Davis,House,MD,Unconditional Unionist,MD3
James Dixon,Senate,CT,Republican,CT
James Doolittle,Senate,WI,Republican,WI
Joseph Edgerton,House,IN,Democrat,IN1
Solomon Foot,Senate,VT,Republican,VT
Augustus Frank,House,NY,Republican,NY29
John Ganson,House,NY,Democrat,NY3
James Hale,House,PA,Ind. Republican,PA18
William Hall,House,MO,Unionist,MO8
Henry Harrington,House,IN,Democrat,IN3
Charles Harris,House,IL,Democrat,IL4
Thomas Hendricks,Senate,IN,Democrat,IN
Anson Herrick,House,NY,Democrat,NY9
Wells Hutchins,House,OH,Democrat,OH11
William Jayne,House,DK,,DK
Reverdy Johnson,Senate,MD,Democrat,MD
William Johnston,House,OH,Democrat,OH8
Martin Kalbfleisch,House,NY,Democrat,NY2
Austin King,House,MO,Unionist,MO6
John Kinney,House,UT,Democrat,UT
Anthony Knapp,House,IL,Democrat,IL1
Samuel Knox,House,MO,Unconditional Unionist,MO1
John Law,House,IN,Democrat,IN1
Jesse Lazear,House,PA,Democrat,PA24
De Littlejohn,House,NY,Republican,NY22
Alexander Long,House,OH,Democrat,OH2
Owen Lovejoy,House,IL,Republican,IL5
Robert Mallory,House,KY,Unionist,KY5
Daniel Marcy,House,NH,Democrat,NH1
Archibald McAllister,House,PA,Democrat,PA17
John McBride,House,OR,Republican,OR1
James McDowell,House,IN,Democrat,IN11
George Middleton,House,NJ,Democrat,NJ2
William Miller,House,PA,Democrat,PA14
Edwin Morgan,Senate,NY,Republican,NY
James Morris,House,OH,Democrat,OH15
Gordon Mott,House,NV,Republican,NV
Amos Myers,House,PA,Republican,PA2
Homer Nelson,House,NY,Democrat,NY12
Warren Noble,House,OH,Democrat,OH9
John Noell,House,MO,Unconditional Unionist,MO3
Jesse Norton,House,IL,Republican,IL6
John O’Neill,House,OH,Democrat,OH13
Moses Odell,House,NY,Democrat,NY3
Francisco Perea,House,NM,Republican,NM
Nehemiah Perry,House,NJ,Democrat,NJ5
Charles Poston,House,AZ,Republican,AZ
William Richardson,Senate,IL,Democrat,IL
James Rollins,House,MO,Unionist,MO9
John Scott,House,MO,Democrat,MO3
Joseph Segar,House,VA,Unionist,VA
Thomas Shannon,House,CA,Republican,CA
Nathaniel Smithers,House,DE,Unconditional Unionist,DE
Henry Stebbins,House,NY,Democrat,NY1
John Steele,House,NY,Democrat,NY13
William Steele,House,NJ,Democrat,NJ3
John Stuart,House,IL,Democrat,IL8
Lorenzo Sweat,House,ME,Democrat,ME1
William Temple,House,DE,Democrat,DE
John Todd,House,DK,Democrat,DK
Henry Tracy,House,PA,Ind. Republican,PA13
Robert Van Valkenburgh,House,NY,Republican,NY27
Peter Van Winkle,Senate,WV,Republican,WV
Benjamin Wade,Senate,OH,Republican,OH
James Wall,Senate,NJ,Democrat,NJ
William Wallace,House,ID,Republican,ID
Ezra Wheeler,House,WI,Democrat,WI5
Chilton White,House,OH,Democrat,OH6
Joseph White,House,OH,Democrat,OH16
Abel Wilder,House,KS,Republican,KS1
Henry Worthington,House,NV,Republican,NV
William Wright,Senate,NJ,Democrat,NJ
George Yeaman,House,KY,Unionist,KY2
Nathan Farwell,Senate,ME,Republican,ME
George Riddle,Senate,DE,Democrat,DE
John Alley,House,MA,Republican,MA5
Sydenham Ancona,House,PA,Democrat,PA8
Abraham Barker,House,PA,Republican,PA17
Portus Baxter,House,VT,Republican,VT3
Teunis Bergen,House,NY,Democrat,NY2
John Bidwell,House,CA,Republican,CA3
Henry Blow,House,MO,Republican,MO2
Augustus Brandegee,House,CT,Republican,CT3
William Campbell,House,TN,Unionist,TN5
Edmund Cooper,House,TN,Unionist,TN4
John Creswell,Senate,MD,Unconditional Unionist,MD
Charles Culver,House,PA,Republican,PA2
William Darling,House,NY,Republican,NY9
Thomas Davis,House,NY,Republican,NY23
John Dawson,House,PA,Democrat,PA21
Joseph Defrees,House,IN,Republican,IN1
Henry Deming,House,CT,Republican,CT1
Arthur Denny,House,WA,Republican,WA
William Dodge,House,NY,Republican,NY8
Ebenezer Dumont,House,IN,Republican,IN6
John Farquhar,House,IN,Republican,IN4
William FesSenateden,Senate,ME,Republican,ME
John Goodwin,House,AZ,Republican,AZ
Charles Goodyear,House,NY,Democrat,NY14
Henry Grider,House,KY,Democrat,KY3
James Grimes,Senate,IA,Republican,IA
Josiah Grinnell,House,IA,Republican,IA4
James Guthrie,Senate,KY,Democrat,KY
Aaron Harding,House,KY,Democrat,KY4
Benjamin Harris,House,MD,Democrat,MD5
Roswell Hart,House,NY,Republican,NY28
James Henderson,House,OR,Republican,OR1
Ralph Hill,House,IN,Republican,IN3
John Hogan,House,MO,Democrat,MO1
Sidney Holmes,House,NY,Republican,NY22
Jacob Howard,Senate,MI,Republican,MI
Demas Hubbard,House,NY,Republican,NY19
John Hubbard,House,CT,Republican,CT4
Edwin Hubbell,House,NY,Democrat,NY13
James Hubbell,House,OH,Republican,OH8
James Humphrey,House,NY,Republican,NY3
John Hunter,House,NY,Democrat,NY3
Philip Johnson,House,PA,Democrat,PA11
Morgan Jones,House,NY,Democrat,NY4
Orlando Kellogg,House,NY,Republican,NY16
John Kelso,House,MO,Ind. Republican,MO4
Andrew Kuykendall,House,IL,Republican,IL13
James Lane,Senate,KS,Republican,KS
George Latham,House,WV,Unconditional Unionist,WV2
Francis Le Blond,House,OH,Democrat,OH5
John Leftwich,House,TN,Unionist,TN8
John Longyear,House,MI,Republican,MI3
Walter McIndoe,House,WI,Republican,WI6
Samuel McLean,House,MT,Democrat,MT
Donald McRuer,House,CA,Republican,CA1
Daniel Morris,House,NY,Republican,NY25
William Newell,House,NJ,Republican,NJ2
Daniel Norton,Senate,MN,Democrat,MN
William Radford,House,NY,Democrat,NY1
William Randall,House,KY,Unconditional Unionist,KY8
Henry Raymond,House,NY,Republican,NY6
Alexander Rice,House,MA,Republican,MA3
John Rice,House,ME,Republican,ME4
Burwell Ritter,House,KY,Democrat,KY2
Andrew Rogers,House,NJ,Democrat,NJ4
Lovell Rousseau,House,KY,Unconditional Unionist,KY5
Willard Saulsbury,Senate,DE,Democrat,DE
George Shanklin,House,KY,Democrat,KY7
Ithamar Sloan,House,WI,Republican,WI2
Green Smith,House,KY,Unconditional Unionist,KY6
John Starr,House,NJ,Republican,NJ1
Thomas Stilwell,House,IN,Republican,IN11
Myer Strouse,House,PA,Democrat,PA1
Nathaniel Taylor,House,TN,Unionist,TN1
Nelson Taylor,House,NY,Democrat,NY5
Martin Thayer,House,PA,Republican,PA5
John Thomas,House,MD,Unconditional Unionist,MD2
Anthony Thornton,House,IL,Democrat,IL1
Andrew Ward,House,KY,Democrat,KY6
Samuel Warner,House,CT,Republican,CT2
Edwin Webster,House,MD,Unconditional Unionist,MD2
John Wentworth,House,IL,Republican,IL1
Kellian Whaley,House,WV,Unconditional Unionist,WV3
Waitman Willey,Senate,WV,Republican,WV
George Williams,Senate,OR,Republican,OR
Charles Winfield,House,NY,Democrat,NY11
Edwin Wright,House,NJ,Democrat,NJ5
Richard Yates,Senate,IL,Republican,IL
Alexander Cattell,Senate,NJ,Republican,NJ
George Fogg,Senate,NH,Republican,NH
Joseph Fowler,Senate,TN,Republican,TN
David Patterson,Senate,TN,Democrat,TN
Edmund Ross,Senate,KS,Republican,KS
George Anderson,House,MO,Republican,MO9
Delos Ashley,House,NV,Republican,NV
James Ashley,House,OH,Republican,OH1
John Baldwin,House,MA,Republican,MA8
Demas Barnes,House,NY,Democrat,NY2
Coles Bashford,House,AZ,Independent,AZ
James Bayard,Senate,DE,Democrat,DE
William Blackburn,House,LA,Republican,LA5
Nathaniel Boyden,House,NC,Conservative,NC6
Benjamin Boyer,House,PA,Democrat,PA6
Henry Bromwell,House,IL,Republican,IL7
John Broomall,House,PA,Republican,PA7
Ralph Buckland,House,OH,Republican,OH9
Walter Burleigh,House,DK,Republican,DK
John Callis,House,AL,Republican,AL5
Samuel Cary,House,OH,Ind. Republican,OH2
John Chanler,House,NY,Democrat,NY7
Reader Clarke,House,OH,Republican,OH6
Charles Clever,House,NM,,NM
Cornelius Cole,Senate,CA,Republican,CA
Schuyler Colfax,House,IN,Republican,IN9
Henry Corbett,Senate,OR,Republican,OR
Manuel Corley,House,SC,Republican,SC3
Garrett Davis,Senate,KY,Democrat,KY
Columbus Delano,House,OH,Republican,OH13
Charles Denison,House,PA,Democrat,PA12
Grenville Dodge,House,IA,Republican,IA5
Ignatius Donnelly,House,MN,Republican,MN2
Charles Drake,Senate,MO,Republican,MO
John Driggs,House,MI,Republican,MI6
Ephraim Eckley,House,OH,Republican,OH17
Benjamin Eggleston,House,OH,Republican,OH1
Thomas Eliot,House,MA,Republican,MA1
James Elliott,House,AR,Republican,AR2
William Fields,House,NY,Republican,NY19
Darwin Finney,House,PA,Republican,PA2
Alvan Flanders,House,WA,Republican,WA
John French,House,NC,Republican,NC1
Adam Glossbrenner,House,PA,Democrat,PA15
James Goss,House,SC,Republican,SC4
Joseph Gravely,House,MO,Republican,MO4
John Griswold,House,NY,Republican,NY15
Asa Grover,House,KY,Democrat,KY5
Cornelius Hamilton,House,OH,Republican,OH8
Abner Harding,House,IL,Republican,IL4
James Harlan,Senate,IA,Republican,IA
Thomas Haughey,House,AL,Republican,AL6
William Higby,House,CA,Republican,CA2
James Hinds,House,AR,Republican,AR2
Elijah Hise,House,KY,Democrat,KY3
Edward Holbrook,House,ID,Democrat,ID
Julius Hotchkiss,House,CT,Democrat,CT2
Asahel Hubbard,House,IA,Republican,IA6
Chester Hubbard,House,WV,Republican,WV1
Richard Hubbard,House,CT,Democrat,CT1
Calvin Hulburd,House,NY,Republican,NY17
James Humphrey,House,NY,Democrat,NY3
Francis Kellogg,House,AL,Republican,AL1
Bethuel Kitchen,House,WV,Republican,WV2
William Koontz,House,PA,Republican,PA16
William Lincoln,House,NY,Republican,NY26
Benjamin Loan,House,MO,Republican,MO7
Rufus Mallory,House,OR,Republican,OR1
James Mann,House,LA,Democrat,LA2
Turner Marquette,House,NE,Republican,NE
James Marvin,House,NY,Republican,NY18
Joseph McClurg,House,MO,Republican,MO5
Hiram McCullough,House,MD,Democrat,MD1
Samuel McKee,House,KY,Republican,KY9
George Miller,House,PA,Republican,PA14
James Moorhead,House,PA,Republican,PA22
James Mullins,House,TN,Republican,TN4
Carman Newcomb,House,MO,Republican,MO2
John Nicholson,House,DE,Democrat,DE
Thomas Noell,House,MO,Democrat,MO3
Benjamin Norris,House,AL,Republican,AL3
James Nye,Senate,NV,Republican,NV
James Patterson,Senate,NH,Republican,NH
Sidney Perham,House,ME,Republican,ME2
Solomon Pettis,House,PA,Republican,PA2
Charles Phelps,House,MD,Conservative,MD3
Charles Pierce,House,AL,Republican,AL4
Frederick Pike,House,ME,Republican,ME5
William Pile,House,MO,Republican,MO1
Tobias Plants,House,OH,Republican,OH15
Daniel Polsley,House,WV,Republican,WV3
Samuel Pomeroy,Senate,KS,Republican,KS
Theodore Pomeroy,House,NY,Republican,NY24
John Pruyn,House,NY,Democrat,NY14
Green Raum,House,IL,Republican,IL13
William Robertson,House,NY,Republican,NY1
Lewis Ross,House,IL,Democrat,IL9
Lewis Selye,House,NY,Ind. Republican,NY28
Charles Sitgreaves,House,NJ,Democrat,NJ3
Rufus Spalding,House,OH,Republican,OH18
Thaddeus Stevens,House,PA,Republican,PA9
Thomas Stewart,House,NY,Conservative Republican,NY6
John Stover,House,MO,Republican,MO5
Stephen Taber,House,NY,Democrat,NY1
John Thayer,Senate,NE,Republican,NE
Francis Thomas,House,MD,Republican,MD4
John Trimble,House,TN,Republican,TN5
Rowland Trowbridge,House,MI,Republican,MI5
Lyman Trumbull,Senate,IL,Republican,IL
Charles Upson,House,MI,Republican,MI2
Burt Van Horn,House,NY,Republican,NY29
Michel Vidal,House,LA,Republican,LA4
Henry Washburn,House,IN,Republican,IN7
Thomas Williams,House,PA,Republican,PA23
Stephen Wilson,House,PA,Republican,PA18
Frederick Woodbridge,House,VT,Republican,VT1
Joseph Abbott,Senate,NC,Republican,NC
John Harris,Senate,LA,Republican,LA
Alexander McDonald,Senate,AR,Republican,AR
Thomas Osborn,Senate,FL,Republican,FL
John Pool,Senate,NC,Republican,NC
Benjamin Rice,Senate,AR,Republican,AR
Frederick Sawyer,Senate,SC,Republican,SC
George Vickers,Senate,MD,Democrat,MD
Willard Warner,Senate,AL,Republican,AL
Adonijah Welch,Senate,FL,Republican,FL
William Armstrong,House,PA,Republican,PA18
Samuel Arnell,House,TN,Republican,TN6
Joel Asper,House,MO,Republican,MO7
David Atwood,House,WI,Republican,WI2
Samuel Axtell,House,CA,Democrat,CA1
Richard Ayer,House,VA,Republican,VA1
Alexander Bailey,House,NY,Republican,NY21
Fernando Beaman,House,MI,Republican,MI1
John Benjamin,House,MO,Republican,MO8
David Bennett,House,NY,Republican,NY3
Jacob Benton,House,NH,Republican,NH3
Marion Bethune,House,GA,Republican,GA3
George Booker,House,VA,Conservative,VA4
Arthur Boreman,Senate,WV,Republican,WV
Christopher Bowen,House,SC,Republican,SC2
Sempronius Boyd,House,MO,Republican,MO4
Allen Bradford,House,CO,Republican,CO
William Brownlow,Senate,TN,Republican,TN
Alfred Buck,House,AL,Republican,AL1
William Buckingham,Senate,CT,Republican,CT
Albert Burr,House,IL,Democrat,IL1
Henry Cake,House,PA,Republican,PA1
Hervey Calkin,House,NY,Democrat,NY7
Eugene Casserly,Senate,CA,Democrat,CA
James Cavanaugh,House,MT,Democrat,MT
José Chaves,House,NM,Republican,NM
John Churchill,House,NY,Republican,NY22
Sidney Clarke,House,KS,Republican,KS1
Orestes Cleveland,House,NJ,Democrat,NJ5
Joseph Clift,House,GA,Republican,GA1
Amasa Cobb,House,WI,Republican,WI3
Stephen Corker,House,GA,Democrat,GA5
John Covode,House,PA,Republican,PA21
George Cowles,House,NY,Republican,NY24
Noah Davis,House,NY,Republican,NY28
Edward Degener,House,TX,Republican,TX4
John Deweese,House,NC,Republican,NC4
Edward Dickinson,House,OH,Democrat,OH9
Joseph Dixon,House,NC,Republican,NC2
Nathan Dixon,House,RI,Republican,RI2
Oliver Dockery,House,NC,Republican,NC3
Joseph Donley,House,PA,Republican,PA24
Isaac Duval,House,WV,Republican,WV1
David Dyer,House,MO,Republican,MO9
William Edwards,House,GA,Republican,GA
Jacob Ela,House,NH,Republican,NH1
Reuben Fenton,Senate,NY,Liberal Republican,NY
Orange Ferriss,House,NY,Republican,NY16
John Fisher,House,NY,Republican,NY29
Thomas Fitch,House,NV,Republican,NV
John Fox,House,NY,Democrat,NY4
James Gibson,House,VA,Conservative,VA8
Abijah Gilbert,Senate,FL,Republican,FL
Calvin Gilfillan,House,PA,Republican,PA2
Jacob Golladay,House,KY,Democrat,KY3
Samuel Gove,House,GA,Republican,GA
George Greene,House,NY,Democrat,NY11
John Griswold,House,NY,Democrat,NY13
Charles Haight,House,NJ,Democrat,NJ2
Patrick Hamill,House,MD,Democrat,MD4
Charles Hamilton,House,FL,Republican,FL1
William Hamilton,Senate,MD,Democrat,MD
Isaac Hawkins,House,TN,Republican,TN7
David Heaton,House,NC,Republican,NC2
Robert Heflin,House,AL,Republican,AL3
Truman Hoag,House,OH,Democrat,OH1
Charles Holmes,House,NY,Republican,NY28
Benjamin Hopkins,House,WI,Republican,WI2
Giles Hotchkiss,House,NY,Republican,NY26
Ebon Ingersoll,House,IL,Republican,IL5
Thomas Jenckes,House,RI,Republican,RI1
James Johnson,House,CA,Democrat,CA3
Alexander Jones,House,NC,Republican,NC7
Norman Judd,House,IL,Republican,IL1
George Julian,House,IN,Republican,IN4
William Kelsey,House,NY,Republican,NY25
Charles Knapp,House,NY,Republican,NY19
Addison Laflin,House,NY,Republican,NY2
Israel Lash,House,NC,Republican,NC5
Jefferson Long,House,GA,Republican,GA4
John Manning,House,NC,Democrat,NC4
Dennis McCarthy,House,NY,Republican,NY23
Lewis McKenzie,House,VA,Conservative,VA7
William Milnes,House,VA,Conservative,VA6
John Moffet,House,PA,Democrat,PA3
Eliakim Moore,House,OH,Republican,OH15
William Moore,House,NJ,Republican,NJ1
Daniel Morrell,House,PA,Republican,PA17
Samuel Morrill,House,ME,Republican,ME2
John Morrissey,House,NY,Democrat,NY5
William Mungen,House,OH,Democrat,OH5
Joseph Newsham,House,LA,Republican,LA4
Stephen Nuckolls,House,WY,Democrat,WY
Halbert Paine,House,WI,Republican,WI1
William Paine,House,GA,Democrat,GA1
Darwin Phelps,House,PA,Republican,PA23
Charles Pomeroy,House,IA,Republican,IA6
Daniel Pratt,Senate,IN,Republican,IN
Charles Prince,House,GA,Republican,GA
William Prosser,House,TN,Republican,TN5
Alexander Ramsey,Senate,MN,Republican,MN
John Reading,House,PA,Democrat,PA5
Henry Reeves,House,NY,Democrat,NY1
Robert Ridgway,House,VA,Conservative,VA5
Anthony Rogers,House,AR,Democrat,AR2
Logan Roots,House,AR,Republican,AR1
Stephen Sanford,House,NY,Republican,NY18
Robert Schenck,House,OH,Republican,OH3
Carl Schurz,Senate,MO,Liberal Republican,MO
John Scott,Senate,PA,Republican,PA
Jacob Shafer,House,ID,Democrat,ID
Porter Sheldon,House,NY,Republican,NY31
William Sherrod,House,AL,Democrat,AL6
Joseph Smith,House,OR,Democrat,OR1
William Smith,House,TN,Republican,TN8
William Smyth,House,IA,Republican,IA2
Solomon Spink,House,DK,Republican,DK
William Sprague,Senate,RI,Liberal Republican,RI
Aaron Stevens,House,NH,Republican,NH2
John Stiles,House,PA,Democrat,PA6
John Stockton,Senate,NJ,Democrat,NJ
William Stokes,House,TN,Republican,TN3
Frederick Stone,House,MD,Democrat,MD5
Peter Strader,House,OH,Democrat,OH1
Randolph Strickland,House,MI,Republican,MI6
Charles Sumner,Senate,MA,Liberal Republican,MA
William Sweeney,House,KY,Democrat,KY2
Adolphus Tanner,House,NY,Republican,NY15
Caleb Taylor,House,PA,Republican,PA5
Nelson Tift,House,GA,Democrat,GA
Lewis Tillman,House,TN,Republican,TN4
Thomas Tipton,Senate,NE,Liberal Republican,NE
Lawrence Trimble,House,KY,Democrat,KY1
Daniel Van Auken,House,PA,Democrat,PA11
Hamilton Ward,House,NY,Republican,NY27
Cadwallader Washburn,House,WI,Republican,WI6
Elihu Washburne,House,IL,Republican,IL3
Martin Welker,House,OH,Republican,OH14
George Whitmore,House,TX,Republican,TX1
Benjamin Whittemore,House,SC,Republican,SC1
Morton Wilkinson,House,MN,Republican,MN1
Eugene Wilson,House,MN,Democrat,MN2
James Winans,House,OH,Republican,OH7
John Witcher,House,WV,Republican,WV3
William Wolf,House,IA,Republican,IA2
George Woodward,House,PA,Democrat,PA12
Adelbert Ames,Senate,MS,Republican,MS
James Flanagan,Senate,TX,Republican,TX
Morgan Hamilton,Senate,TX,Republican,TX
James Howell,Senate,IA,Republican,IA
Daniel Jewett,Senate,MO,Republican,MO
John Lewis,Senate,VA,Republican,VA
Hiram Revels,Senate,MS,Republican,MS
Ephraim Acker,House,PA,Democrat,PA6
James Alcorn,Senate,MS,Republican,MS
Jacob Ambler,House,OH,Republican,OH17
Oakes Ames,House,MA,Republican,MA2
John Beatty,House,OH,Republican,OH8
