full_name,type,state,party,marker
Dick Chrysler,House,MI,Republican,MI8
William Clinger,House,PA,Republican,PA5
Ronald Coleman,House,TX,Democrat,TX16
Barbara-Rose Collins,House,MI,Democrat,MI15
Cardiss Collins,House,IL,Democrat,IL7
Wes Cooley,House,OR,Republican,OR2
Frank Cremeans,House,OH,Republican,OH6
Robert Dornan,House,CA,Republican,CA46
Norvell Emerson,House,MO,Republican,MO8
Cleo Fields,House,LA,Democrat,LA4
Jack Fields,House,TX,Republican,TX8
Michael Flanagan,House,IL,Republican,IL5
Harold Ford,House,TN,Democrat,TN9
Gary Franks,House,CT,Republican,CT5
Victor Frazer,House,VI,Independent,VI
Dan Frisa,House,NY,Republican,NY4
David Funderburk,House,NC,Republican,NC2
Preston Geren,House,TX,Democrat,TX12
T. Gorton,Senate,WA,Republican,WA
Rod Grams,Senate,MN,Republican,MN
Steven Gunderson,House,WI,Republican,WI3
Melton Hancock,House,MO,Republican,MO7
James Hayes,House,LA,Republican,LA7
Fred Heineman,House,NC,Republican,NC4
Martin Hoke,House,OH,Republican,OH1
Andrew Jacobs,House,IN,Democrat,IN1
Harry Johnston,House,FL,Democrat,FL19
J. Kerrey,Senate,NE,Democrat,NE
Gregory Laughlin,House,TX,Republican,TX14
James Lightfoot,House,IA,Republican,IA3
James Longley,House,ME,Republican,ME1
Connie Mack,Senate,FL,Republican,FL
William Martini,House,NJ,Republican,NJ8
Jan Meyers,House,KS,Republican,KS3
Norman Mineta,House,CA,Democrat,CA15
Daniel Moynihan,Senate,NY,Democrat,NY
John Myers,House,IN,Republican,IN7
William Orton,House,UT,Democrat,UT3
Lewis Payne,House,VA,Democrat,VA5
Douglas Peterson,House,FL,Democrat,FL2
Mel Reynolds,House,IL,Democrat,IL2
Charles Robb,Senate,VA,Democrat,VA
Charles Rose,House,NC,Democrat,NC7
Toby Roth,House,WI,Republican,WI8
Patricia Schroeder,House,CO,Democrat,CO1
Andrea Seastrand,House,CA,Republican,CA22
Gerry Studds,House,MA,Democrat,MA1
Randy Tate,House,WA,Republican,WA9
Raymond Thornton,House,AR,Democrat,AR2
Peter TorkildSenate,House,MA,Republican,MA6
Walter Tucker,House,CA,Democrat,CA37
Harold Volkmer,House,MO,Democrat,MO9
Enid Greene Waldholtz,House,UT,Republican,UT2
Robert Walker,House,PA,Republican,PA16
Michael Ward,House,KY,Democrat,KY3
John Williams,House,MT,Democrat,MT1
Charles Wilson,House,TX,Democrat,TX2
William Zeliff,House,NH,Republican,NH1
Richard Zimmer,House,NJ,Republican,NJ12
Eligio de la Garza,House,TX,Democrat,TX15
Sheila Frahm,Senate,KS,Republican,KS
Henry Baesler,House,KY,Democrat,KY6
Sonny Bono,House,CA,Republican,CA44
Walter Capps,House,CA,Democrat,CA22
Jon ChristenSenate,House,NE,Republican,NE2
J. Cleland,Senate,GA,Democrat,GA
Ronald Dellums,House,CA,Democrat,CA9
Harris Fawell,House,IL,Republican,IL13
Victor Fazio,House,CA,Democrat,CA3
Floyd Flake,House,NY,Democrat,NY6
Thomas Foglietta,House,PA,Democrat,PA1
Jon Fox,House,PA,Republican,PA13
Elizabeth Furse,House,OR,Democrat,OR1
Newton Gingrich,House,GA,Republican,GA6
Phil Gramm,Senate,TX,Republican,TX
Lee Hamilton,House,IN,Democrat,IN9
Willie Hefner,House,NC,Democrat,NC8
Tim Hutchinson,Senate,AR,Republican,AR
Jay Johnson,House,WI,Democrat,WI8
Joseph Kennedy,House,MA,Democrat,MA8
Barbara Kennelly,House,CT,Democrat,CT1
Jay Kim,House,CA,Republican,CA41
Scott Klug,House,WI,Republican,WI2
Thomas Manton,House,NY,Democrat,NY7
Joseph McDade,House,PA,Republican,PA1
Paul McHale,House,PA,Democrat,PA15
Susan Molinari,House,NY,Republican,NY13
Mark Neumann,House,WI,Republican,WI1
Michael Pappas,House,NJ,Republican,NJ12
Michael Parker,House,MS,Republican,MS4
L. Paxon,House,NY,Republican,NY27
Glenn Poshard,House,IL,Democrat,IL19
William Redmond,House,NM,Republican,NM3
William Richardson,House,NM,Democrat,NM3
Frank Riggs,House,CA,Republican,CA1
Carlos Romero-Barceló,House,PR,Democrat,PR
Daniel Schaefer,House,CO,Republican,CO6
Steven Schiff,House,NM,Republican,NM1
David Skaggs,House,CO,Democrat,CO2
Robert Smith,Senate,NH,Republican,NH
Linda Smith,House,WA,Republican,WA3
Robert Smith,House,OR,Republican,OR2
Vincent Snowbarger,House,KS,Republican,KS3
Gerald Solomon,House,NY,Republican,NY22
Louis Stokes,House,OH,Democrat,OH11
Frank Tejeda,House,TX,Democrat,TX28
Fred Thompson,Senate,TN,Republican,TN
Esteban Torres,House,CA,Democrat,CA34
Robert Torricelli,Senate,NJ,Democrat,NJ
Paul Wellstone,Senate,MN,Democrat,MN
Richard White,House,WA,Republican,WA1
Bill Archer,House,TX,Republican,TX7
Bill Barrett,House,NE,Republican,NE3
Herbert Bateman,House,VA,Republican,VA1
Tom Bliley,House,VA,Republican,VA7
John Breaux,Senate,LA,Democrat,LA
Ben Campbell,Senate,CO,Republican,CO
Tom Campbell,House,CA,Republican,CA15
Charles Canady,House,FL,Republican,FL12
Helen Chenoweth-Hage,House,ID,Republican,ID1
William Clay,House,MO,Democrat,MO1
Merrill Cook,House,UT,Republican,UT2
Paul Coverdell,Senate,GA,Republican,GA
Pat Danner,House,MO,Democrat,MO6
Thomas Daschle,Senate,SD,Democrat,SD
Jay Dickey,House,AR,Republican,AR4
Julian Dixon,House,CA,Democrat,CA32
John Edwards,Senate,NC,Democrat,NC
Thomas Ewing,House,IL,Republican,IL15
Peter Fitzgerald,Senate,IL,Republican,IL
Michael Forbes,House,NY,Democrat,NY1
Tillie Fowler,House,FL,Republican,FL4
Bob Franks,House,NJ,Republican,NJ7
Sam Gejdenson,House,CT,Democrat,CT2
William Goodling,House,PA,Republican,PA19
Bob Graham,Senate,FL,Democrat,FL
Rick Hill,House,MT,Republican,MT
John Kasich,House,OH,Republican,OH12
Ron Klink,House,PA,Democrat,PA4
Steven Kuykendall,House,CA,Republican,CA36
Rick Lazio,House,NY,Republican,NY2
Robert Livingston,House,LA,Republican,LA1
Matthew Martínez,House,CA,Republican,CA31
Bill McCollum,House,FL,Republican,FL8
David McIntosh,House,IN,Republican,IN2
Jack Metcalf,House,WA,Republican,WA2
David Minge,House,MN,Democrat,MN2
Frank Murkowski,Senate,AK,Republican,AK
Don Nickles,Senate,OK,Republican,OK
Ron Packard,House,CA,Republican,CA48
Edward Pease,House,IN,Republican,IN7
Owen Pickett,House,VA,Democrat,VA2
John Porter,House,IL,Republican,IL1
James Rogan,House,CA,Republican,CA27
Bruce Vento,House,MN,Democrat,MN4
Robert Weygand,House,RI,Democrat,RI2
Robert Wise,House,WV,Democrat,WV2
Zell Miller,Senate,GA,Democrat,GA
George Allen,Senate,VA,Republican,VA
Richard Armey,House,TX,Republican,TX26
John Baldacci,House,ME,Democrat,ME2
James Barcia,House,MI,Democrat,MI5
Bob Barr,House,GA,Republican,GA7
Thomas Barrett,House,WI,Democrat,WI5
Ken BentSenate,House,TX,Democrat,TX25
Rod Blagojevich,House,IL,Democrat,IL5
David Bonior,House,MI,Democrat,MI1
Robert Borski,House,PA,Democrat,PA3
Ed Bryant,House,TN,Republican,TN7
Conrad Burns,Senate,MT,Republican,MT
H. Callahan,House,AL,Republican,AL1
Jean Carnahan,Senate,MO,Democrat,MO
Lincoln Chafee,Senate,RI,Republican,RI
Eva Clayton,House,NC,Democrat,NC1
Robert Clement,House,TN,Democrat,TN5
Gary Condit,House,CA,Democrat,CA18
John Cooksey,House,LA,Republican,LA5
Jon Corzine,Senate,NJ,Democrat,NJ
William Coyne,House,PA,Democrat,PA14
Mark Dayton,Senate,MN,Democrat,MN
Michael DeWine,Senate,OH,Republican,OH
Robert Ehrlich,House,MD,Republican,MD2
William Frist,Senate,TN,Republican,TN
Greg Ganske,House,IA,Republican,IA4
George Gekas,House,PA,Republican,PA17
Felix Grucci,House,NY,Republican,NY1
Tony Hall,House,OH,Democrat,OH3
James HanSenate,House,UT,Republican,UT1
Van Hilleary,House,TN,Republican,TN4
Earl Hilliard,House,AL,Democrat,AL7
Stephen Horn,House,CA,Republican,CA38
Asa Hutchinson,House,AR,Republican,AR3
James Jeffords,Senate,VT,Independent,VT
Brian Kerns,House,IN,Republican,IN7
John LaFalce,House,NY,Democrat,NY29
Steve Largent,House,OK,Republican,OK1
William Luther,House,MN,Democrat,MN6
James Maloney,House,CT,Democrat,CT5
Frank Mascara,House,PA,Democrat,PA2
Carrie Meek,House,FL,Democrat,FL17
Dan Miller,House,FL,Republican,FL13
Patsy Mink,House,HI,Democrat,HI2
John Moakley,House,MA,Democrat,MA9
Constance Morella,House,MD,Republican,MD8
David Phelps,House,IL,Democrat,IL19
Bob Riley,House,AL,Republican,AL3
Lynn Rivers,House,MI,Democrat,MI13
Timothy Roemer,House,IN,Democrat,IN3
Marge Roukema,House,NJ,Republican,NJ5
Richard Santorum,Senate,PA,Republican,PA
Paul Sarbanes,Senate,MD,Democrat,MD
Thomas Sawyer,House,OH,Democrat,OH14
Joe Scarborough,House,FL,Republican,FL1
Bob Schaffer,House,CO,Republican,CO4
Ronnie Shows,House,MS,Democrat,MS4
Elmer Shuster,House,PA,Republican,PA9
Norman Sisisky,House,VA,Democrat,VA4
Joseph Skeen,House,NM,Republican,NM2
Floyd Spence,House,SC,Republican,SC2
Robert Stump,House,AZ,Republican,AZ3
Karen Thurman,House,FL,Democrat,FL5
James Traficant,House,OH,Democrat,OH17
Robert Underwood,House,GU,Democrat,GU
Wes Watkins,House,OK,Republican,OK3
J.C. Watts,House,OK,Republican,OK4
Dean Barkley,Senate,MN,Independent,MN
James Talent,Senate,MO,Republican,MO
Aníbal Acevedo-Vilá,House,PR,Popular Democrat,PR
Wayne Allard,Senate,CO,Republican,CO
Frank Ballance,House,NC,Democrat,NC1
Cass Ballenger,House,NC,Republican,NC1
Chris Bell,House,TX,Democrat,TX25
Douglas Bereuter,House,NE,Republican,NE1
Max Burns,House,GA,Republican,GA12
Brad Carson,House,OK,Democrat,OK2
Norm Coleman,Senate,MN,Republican,MN
Michael Collins,House,GA,Republican,GA8
Larry Combest,House,TX,Republican,TX19
Larry Craig,Senate,ID,Republican,ID
Philip Crane,House,IL,Republican,IL8
Peter Deutsch,House,FL,Democrat,FL2
Elizabeth Dole,Senate,NC,Republican,NC
Pete Domenici,Senate,NM,Republican,NM
Calvin Dooley,House,CA,Democrat,CA2
Jennifer Dunn,House,WA,Republican,WA8
Ernest Fletcher,House,KY,Republican,KY6
Jonas Frost,House,TX,Democrat,TX24
Richard Gephardt,House,MO,Democrat,MO3
Porter Goss,House,FL,Republican,FL14
James Greenwood,House,PA,Republican,PA8
Charles Hagel,Senate,NE,Republican,NE
Joseph Hoeffel,House,PA,Democrat,PA13
Amory Houghton,House,NY,Republican,NY29
William Janklow,House,SD,Republican,SD
Christopher John,House,LA,Democrat,LA7
Gerald Kleczka,House,WI,Democrat,WI4
William Lipinski,House,IL,Democrat,IL3
Kenneth Lucas,House,KY,Democrat,KY4
Denise Majette,House,GA,Democrat,GA4
Robert Matsui,House,CA,Democrat,CA5
Karen McCarthy,House,MO,Democrat,MO5
Scott McInnis,House,CO,Republican,CO3
George Nethercutt,House,WA,Republican,WA5
Doug Ose,House,CA,Republican,CA3
Jack Quinn,House,NY,Republican,NY27
Max Sandlin,House,TX,Democrat,TX1
Edward Schrock,House,VA,Republican,VA2
Gordon Smith,Senate,OR,Republican,OR
Nick Smith,House,MI,Republican,MI7
Charles Stenholm,House,TX,Democrat,TX17
John Sununu,Senate,NH,Republican,NH
William Tauzin,House,LA,Republican,LA3
James Turner,House,TX,Democrat,TX2
John Warner,Senate,VA,Republican,VA
Evan Bayh,Senate,IN,Democrat,IN
Bob Beauprez,House,CO,Republican,CO7
Robert Bennett,Senate,UT,Republican,UT
Michael Bilirakis,House,FL,Republican,FL9
Sherwood Boehlert,House,NY,Republican,NY24
Christopher Bond,Senate,MO,Republican,MO
Henry Bonilla,House,TX,Republican,TX23
Jeb Bradley,House,NH,Republican,NH1
Samuel Brownback,Senate,KS,Republican,KS
Jim Bunning,Senate,KY,Republican,KY
Chris Chocola,House,IN,Republican,IN2
C. Cox,House,CA,Republican,CA48
Randall Cunningham,House,CA,Republican,CA5
James Davis,House,FL,Democrat,FL11
Thomas DeLay,House,TX,Republican,TX22
Christopher Dodd,Senate,CT,Democrat,CT
Byron Dorgan,Senate,ND,Democrat,ND
Lane Evans,House,IL,Democrat,IL17
Russell Feingold,Senate,WI,Democrat,WI
Mark Foley,House,FL,Republican,FL16
Harold Ford,House,TN,Democrat,TN9
James Gibbons,House,NV,Republican,NV2
Mark Green,House,WI,Republican,WI8
Judd Gregg,Senate,NH,Republican,NH
Gilbert Gutknecht,House,MN,Republican,MN1
Katherine Harris,House,FL,Republican,FL13
Melissa Hart,House,PA,Republican,PA4
John Hayworth,House,AZ,Republican,AZ5
Joel Hefley,House,CO,Republican,CO5
John Hostettler,House,IN,Republican,IN8
Henry Hyde,House,IL,Republican,IL6
Ernest Istook,House,OK,Republican,OK5
William Jenkins,House,TN,Republican,TN1
Nancy Johnson,House,CT,Republican,CT5
Sue Kelly,House,NY,Republican,NY19
Mark Kennedy,House,MN,Republican,MN6
James Kolbe,House,AZ,Republican,AZ8
James Leach,House,IA,Republican,IA2
Blanche Lincoln,Senate,AR,Democrat,AR
Mel Martinez,Senate,FL,Republican,FL
Cynthia McKinney,House,GA,Democrat,GA4
Robert Ney,House,OH,Republican,OH18
Anne Northup,House,KY,Republican,KY3
James Nussle,House,IA,Republican,IA1
Thomas Osborne,House,NE,Republican,NE3
C.L. Otter,House,ID,Republican,ID1
Major Owens,House,NY,Democrat,NY11
Michael Oxley,House,OH,Republican,OH4
Richard Pombo,House,CA,Republican,CA11
Jim Ryun,House,KS,Republican,KS2
Martin Sabo,House,MN,Democrat,MN5
Ken Salazar,Senate,CO,Democrat,CO
John Schwarz,House,MI,Republican,MI7
E. Shaw,House,FL,Republican,FL22
Donald Sherwood,House,PA,Republican,PA1
Robert Simmons,House,CT,Republican,CT2
Michael Sodrel,House,IN,Republican,IN9
Arlen Specter,Senate,PA,Democrat,PA
Ted Strickland,House,OH,Democrat,OH6
John Sweeney,House,NY,Republican,NY2
Charles Taylor,House,NC,Republican,NC11
William Thomas,House,CA,Republican,CA22
George Voinovich,Senate,OH,Republican,OH
W. Weldon,House,PA,Republican,PA7
Shelley Sekula-Gibbs,House,TX,Republican,TX22
Thomas Allen,House,ME,Democrat,ME1
Richard Baker,House,LA,Republican,LA6
Nancy Boyda,House,KS,Democrat,KS2
Christopher Cannon,House,UT,Republican,UT3
Julia Carson,House,IN,Democrat,IN7
Hillary Clinton,Senate,NY,Democrat,NY
Robert Cramer,House,AL,Democrat,AL5
Barbara Cubin,House,WY,Republican,WY
David Davis,House,TN,Republican,TN1
Jo Ann Davis,House,VA,Republican,VA1
Thomas Davis,House,VA,Republican,VA11
John Doolittle,House,CA,Republican,CA4
Thelma Drake,House,VA,Republican,VA2
Rahm Emanuel,House,IL,Democrat,IL5
Philip English,House,PA,Republican,PA3
John Ensign,Senate,NV,Republican,NV
Terry Everett,House,AL,Republican,AL2
Tom Feeney,House,FL,Republican,FL24
Michael Ferguson,House,NJ,Republican,NJ7
Luis Fortuño,House,PR,Republican,PR
Vito Fossella,House,NY,Republican,NY13
Wayne Gilchrest,House,MD,Republican,MD1
Paul Gillmor,House,OH,Republican,OH5
Virgil Goode,House,VA,Republican,VA5
J. Hastert,House,IL,Republican,IL14
Robin Hayes,House,NC,Republican,NC8
David Hobson,House,OH,Republican,OH7
Darlene Hooley,House,OR,Democrat,OR5
Kenny Hulshof,House,MO,Republican,MO9
Duncan Hunter,House,CA,Republican,CA52
William Jefferson,House,LA,Democrat,LA2
Bobby Jindal,House,LA,Republican,LA1
Stephanie Jones,House,OH,Democrat,OH11
Ric Keller,House,FL,Republican,FL8
Edward Kennedy,Senate,MA,Democrat,MA
Joseph Knollenberg,House,MI,Republican,MI9
John Kuhl,House,NY,Republican,NY29
Ray LaHood,House,IL,Republican,IL18
Nicholas Lampson,House,TX,Democrat,TX22
Tom Lantos,House,CA,Democrat,CA12
Ron Lewis,House,KY,Republican,KY2
Trent Lott,Senate,MS,Republican,MS
Tim Mahoney,House,FL,Democrat,FL16
James McCrery,House,LA,Republican,LA4
Michael McNulty,House,NY,Democrat,NY21
Martin Meehan,House,MA,Democrat,MA5
Juanita Millender-McDonald,House,CA,Democrat,CA37
Marilyn Musgrave,House,CO,Republican,CO4
Charles Norwood,House,GA,Republican,GA1
John Peterson,House,PA,Republican,PA5
Charles Pickering,House,MS,Republican,MS3
Jon Porter,House,NV,Republican,NV3
Deborah Pryce,House,OH,Republican,OH15
James Ramstad,House,MN,Republican,MN3
Ralph Regula,House,OH,Republican,OH16
Rick Renzi,House,AZ,Republican,AZ1
Thomas Reynolds,House,NY,Republican,NY26
Bill Sali,House,ID,Republican,ID1
H. Saxton,House,NJ,Republican,NJ3
Christopher Shays,House,CT,Republican,CT4
Thomas Tancredo,House,CO,Republican,CO6
Craig Thomas,Senate,WY,Republican,WY
James Walsh,House,NY,Republican,NY25
David Weldon,House,FL,Republican,FL15
Gerald Weller,House,IL,Republican,IL11
Heather Wilson,House,NM,Republican,NM1
Albert Wynn,House,MD,Democrat,MD4
Donald Cazayoux,House,LA,Democrat,LA6
Neil Abercrombie,House,HI,Democrat,HI1
John Adler,House,NJ,Democrat,NJ3
Michael Arcuri,House,NY,Democrat,NY24
Brian Baird,House,WA,Democrat,WA3
James Barrett,House,SC,Republican,SC3
Melissa Bean,House,IL,Democrat,IL8
Robert Berry,House,AR,Democrat,AR1
Joseph Biden,Senate,DE,Democrat,DE
John Boccieri,House,OH,Democrat,OH16
Frederick Boucher,House,VA,Democrat,VA9
Allen Boyd,House,FL,Democrat,FL2
Bobby Bright,House,AL,Democrat,AL2
Henry Brown,House,SC,Republican,SC1
Virginia Brown-Waite,House,FL,Republican,FL5
Stephen Buyer,House,IN,Republican,IN4
Anh Cao,House,LA,Republican,LA2
Christopher Carney,House,PA,Democrat,PA1
Michael Castle,House,DE,Republican,DE
Travis Childers,House,MS,Democrat,MS1
Kathleen Dahlkemper,House,PA,Democrat,PA3
Artur Davis,House,AL,Democrat,AL7
Lincoln Davis,House,TN,Democrat,TN4
Nathan Deal,House,GA,Republican,GA9
William Delahunt,House,MA,Democrat,MA1
Lincoln Diaz-Balart,House,FL,Republican,FL21
Steve Driehaus,House,OH,Democrat,OH1
Thomas Edwards,House,TX,Democrat,TX17
Vernon Ehlers,House,MI,Republican,MI3
Brad Ellsworth,House,IN,Democrat,IN8
Bob Etheridge,House,NC,Democrat,NC2
Mary Fallin,House,OK,Republican,OK5
Barton Gordon,House,TN,Democrat,TN6
Parker Griffith,House,AL,Republican,AL5
John Hall,House,NY,Democrat,NY19
Deborah Halvorson,House,IL,Democrat,IL11
Phil Hare,House,IL,Democrat,IL17
Stephanie Herseth Sandlin,House,SD,Democrat,SD
Baron Hill,House,IN,Democrat,IN9
Paul Hodes,House,NH,Democrat,NH2
Peter Hoekstra,House,MI,Republican,MI2
Bob Inglis,House,SC,Republican,SC4
Steve Kagen,House,WI,Democrat,WI8
Paul Kanjorski,House,PA,Democrat,PA11
Patrick Kennedy,House,RI,Democrat,RI1
Carolyn Kilpatrick,House,MI,Democrat,MI13
Mary Jo Kilroy,House,OH,Democrat,OH15
Ron Klein,House,FL,Democrat,FL22
Suzanne Kosmas,House,FL,Democrat,FL24
Frank Kratovil,House,MD,Democrat,MD1
John Linder,House,GA,Republican,GA7
Betsy Markey,House,CO,Democrat,CO4
James Marshall,House,GA,Democrat,GA8
Eric Massa,House,NY,Democrat,NY29
John McHugh,House,NY,Republican,NY23
Michael McMahon,House,NY,Democrat,NY13
Kendrick Meek,House,FL,Democrat,FL17
Charles Melancon,House,LA,Democrat,LA3
Walter Minnick,House,ID,Democrat,ID1
Harry Mitchell,House,AZ,Democrat,AZ5
Alan Mollohan,House,WV,Democrat,WV1
Dennis Moore,House,KS,Democrat,KS3
Patrick Murphy,House,PA,Democrat,PA8
John Murtha,House,PA,Democrat,PA12
Glenn Nye,House,VA,Democrat,VA2
James Oberstar,House,MN,Democrat,MN8
David Obey,House,WI,Democrat,WI7
Solomon Ortiz,House,TX,Democrat,TX27
Thomas Perriello,House,VA,Democrat,VA5
Earl Pomeroy,House,ND,Democrat,ND
Adam Putnam,House,FL,Republican,FL12
George Radanovich,House,CA,Republican,CA19
Ciro Rodriguez,House,TX,Democrat,TX23
John Salazar,House,CO,Democrat,CO3
Mark Schauer,House,MI,Democrat,MI7
Joe Sestak,House,PA,Democrat,PA7
John Shadegg,House,AZ,Republican,AZ3
Ike Skelton,House,MO,Democrat,MO4
Victor Snyder,House,AR,Democrat,AR2
Hilda Solis,House,CA,Democrat,CA32
Mark Souder,House,IN,Republican,IN3
Zachary Space,House,OH,Democrat,OH18
John Spratt,House,SC,Democrat,SC5
Bart Stupak,House,MI,Democrat,MI1
John Tanner,House,TN,Democrat,TN8
Ellen Tauscher,House,CA,Democrat,CA1
Gene Taylor,House,MS,Democrat,MS4
Harry Teague,House,NM,Democrat,NM2
Todd Tiahrt,House,KS,Republican,KS4
Zach Wamp,House,TN,Republican,TN3
Diane Watson,House,CA,Democrat,CA33
Robert Wexler,House,FL,Democrat,FL19
Charles Wilson,House,OH,Democrat,OH6
Roland Burris,Senate,IL,Democrat,IL
Edward Kaufman,Senate,DE,Democrat,DE
Scott Murphy,House,NY,Democrat,NY2
George LeMieux,Senate,FL,Republican,FL
Paul Kirk,Senate,MA,Democrat,MA
Charles Djou,House,HI,Republican,HI1
Carte Goodwin,Senate,WV,Democrat,WV
Dennis Cardoza,House,CA,Democrat,CA18
Geoff Davis,House,KY,Republican,KY4
Gabrielle Giffords,House,AZ,Democrat,AZ8
Jane Harman,House,CA,Democrat,CA36
Jay Inslee,House,WA,Democrat,WA1
Christopher Lee,House,NY,Republican,NY26
Thaddeus McCotter,House,MI,Republican,MI11
Donald Payne,House,NJ,Democrat,NJ1
Anthony Weiner,House,NY,Democrat,NY9
David Wu,House,OR,Democrat,OR1
Jesse Jackson,House,IL,Democrat,IL2
Bob Filner,House,CA,Democrat,CA51
Barack Obama,Senate,IL,Democrat,IL
Daniel Inouye,Senate,HI,Democrat,HI
Daniel Akaka,Senate,HI,Democrat,HI
Jeff Bingaman,Senate,NM,Democrat,NM
Kent Conrad,Senate,ND,Democrat,ND
Kay Hutchison,Senate,TX,Republican,TX
Herbert Kohl,Senate,WI,Democrat,WI
Joseph Lieberman,Senate,CT,Independent,CT
Richard Lugar,Senate,IN,Republican,IN
Ben Nelson,Senate,NE,Democrat,NE
Olympia Snowe,Senate,ME,Republican,ME
Jim Webb,Senate,VA,Democrat,VA
Scott Brown,Senate,MA,Republican,MA
Gary Ackerman,House,NY,Democrat,NY5
Sandy Adams,House,FL,Republican,FL24
W. Akin,House,MO,Republican,MO2
Jason Altmire,House,PA,Democrat,PA4
Steve Austria,House,OH,Republican,OH7
Joe Baca,House,CA,Democrat,CA43
Roscoe Bartlett,House,MD,Republican,MD6
Charles Bass,House,NH,Republican,NH2
Rick Berg,House,ND,Republican,ND
Shelley Berkley,House,NV,Democrat,NV1
Howard Berman,House,CA,Democrat,CA28
Judy Biggert,House,IL,Republican,IL13
Brian Bilbray,House,CA,Republican,CA5
Mary Bono Mack,House,CA,Republican,CA45
Dan Boren,House,OK,Democrat,OK2
Leonard Boswell,House,IA,Democrat,IA3
Ann Marie Buerkle,House,NY,Republican,NY25
Dan Burton,House,IN,Republican,IN5
Francisco Canseco,House,TX,Republican,TX23
Russ Carnahan,House,MO,Democrat,MO3
Ben Chandler,House,KY,Democrat,KY6
HanSenate Clarke,House,MI,Democrat,MI13
Jerry Costello,House,IL,Democrat,IL12
Chip Cravaack,House,MN,Republican,MN8
Mark Critz,House,PA,Democrat,PA12
Norman Dicks,House,WA,Democrat,WA6
David Dreier,House,CA,Republican,CA26
Barney Frank,House,MA,Democrat,MA4
Elton Gallegly,House,CA,Republican,CA24
Charles Gonzalez,House,TX,Democrat,TX2
Nan Hayworth,House,NY,Republican,NY19
Walter Herger,House,CA,Republican,CA2
Maurice Hinchey,House,NY,Democrat,NY22
Tim Holden,House,PA,Democrat,PA17
Timothy Johnson,House,IL,Republican,IL15
Dale Kildee,House,MI,Democrat,MI5
Larry Kissell,House,NC,Democrat,NC8
Dennis Kucinich,House,OH,Democrat,OH1
Steven LaTourette,House,OH,Republican,OH14
Jeff Landry,House,LA,Republican,LA3
Jerry Lewis,House,CA,Republican,CA41
Daniel Lungren,House,CA,Republican,CA3
Connie Mack,House,FL,Republican,FL14
Donald Manzullo,House,IL,Republican,IL16
R. Miller,House,NC,Democrat,NC13
Sue Myrick,House,NC,Republican,NC9
John Olver,House,MA,Democrat,MA1
Ronald Paul,House,TX,Republican,TX14
Mike Pence,House,IN,Republican,IN6
Todd Platts,House,PA,Republican,PA19
Ben Quayle,House,AZ,Republican,AZ3
Dennis Rehberg,House,MT,Republican,MT
Silvestre Reyes,House,TX,Democrat,TX16
Laura Richardson,House,CA,Democrat,CA37
David Rivera,House,FL,Republican,FL25
Mike Ross,House,AR,Democrat,AR4
Steven Rothman,House,NJ,Democrat,NJ9
Robert Schilling,House,IL,Republican,IL17
Jean Schmidt,House,OH,Republican,OH2
Heath Shuler,House,NC,Democrat,NC11
Fortney Stark,House,CA,Democrat,CA13
Clifford Stearns,House,FL,Republican,FL6
John Sullivan,House,OK,Republican,OK1
Betty Sutton,House,OH,Democrat,OH13
Edolphus Towns,House,NY,Democrat,NY1
Joe Walsh,House,IL,Republican,IL8
Allen West,House,FL,Republican,FL22
Lynn Woolsey,House,CA,Democrat,CA6
Kathleen Hochul,House,NY,Democrat,NY26
Robert Turner,House,NY,Republican,NY9
David Curson,House,MI,Democrat,MI11
Jim DeMint,Senate,SC,Republican,SC
Jo Ann Emerson,House,MO,Republican,MO8
John Kerry,Senate,MA,Democrat,MA
Frank Lautenberg,Senate,NJ,Democrat,NJ
William Cowan,Senate,MA,Democrat,MA
Jo Bonner,House,AL,Republican,AL1
Rodney Alexander,House,LA,Republican,LA5
C. Young,House,FL,Republican,FL13
Jeffrey Chiesa,Senate,NJ,Republican,NJ
Melvin Watt,House,NC,Democrat,NC12
Trey Radel,House,FL,Republican,FL19
Max Baucus,Senate,MT,Democrat,MT
Robert Andrews,House,NJ,Democrat,NJ1
Eric Cantor,House,VA,Republican,VA7
Mark Begich,Senate,AK,Democrat,AK
Saxby Chambliss,Senate,GA,Republican,GA
Kay Hagan,Senate,NC,Democrat,NC
Thomas Harkin,Senate,IA,Democrat,IA
Tim Johnson,Senate,SD,Democrat,SD
Mary Landrieu,Senate,LA,Democrat,LA
Carl Levin,Senate,MI,Democrat,MI
Mark Pryor,Senate,AR,Democrat,AR
John Rockefeller,Senate,WV,Democrat,WV
Mark Udall,Senate,CO,Democrat,CO
Michele Bachmann,House,MN,Republican,MN6
Spencer Bachus,House,AL,Republican,AL6
John Barrow,House,GA,Democrat,GA12
Timothy Bishop,House,NY,Democrat,NY1
Bruce Braley,House,IA,Democrat,IA1
Paul Broun,House,GA,Republican,GA1
Dave Camp,House,MI,Republican,MI4
John Campbell,House,CA,Republican,CA45
Donna ChristenSenate,House,VI,Democrat,VI
Thomas Coburn,Senate,OK,Republican,OK
John Dingell,House,MI,Democrat,MI12
Eni Faleomavaega,House,AS,Democrat,AS
Jim Gerlach,House,PA,Republican,PA6
Phil Gingrey,House,GA,Republican,GA11
Tim Griffin,House,AR,Republican,AR2
Doc Hastings,House,WA,Republican,WA4
Rush Holt,House,NJ,Democrat,NJ12
